1692379958005933_stretch_crop_h3302w646_blend_crop_h1024w128.png;Entry;1.0;rect;upper left;37;760
1692379958005933_stretch_crop_h3302w646_blend_crop_h1024w128.png;Entry;1.0;rect;lower right;72;799
1692379958005933_stretch_crop_h3302w646_blend_crop_h1024w128.png;Splatter;1.0;rect;upper left;31;588
1692379958005933_stretch_crop_h3302w646_blend_crop_h1024w128.png;Splatter;1.0;rect;lower right;45;607
1692379958005933_stretch_crop_h3302w646_blend_crop_h1024w128.png;Splatter;1.0;rect;upper left;3;520
1692379958005933_stretch_crop_h3302w646_blend_crop_h1024w128.png;Splatter;1.0;rect;lower right;20;548
1692379958005933_stretch_crop_h3302w646_blend_crop_h1024w128.png;Splatter;1.0;rect;upper left;38;721
1692379958005933_stretch_crop_h3302w646_blend_crop_h1024w128.png;Splatter;1.0;rect;lower right;46;729
1692379958005933_stretch_crop_h3302w646_blend_crop_h1024w128.png;Splatter;1.0;rect;upper left;65;728
1692379958005933_stretch_crop_h3302w646_blend_crop_h1024w128.png;Splatter;1.0;rect;lower right;77;742
1692379958005933_stretch_crop_h3302w646_blend_crop_h1024w128.png;Splatter;1.0;rect;upper left;2;708
1692379958005933_stretch_crop_h3302w646_blend_crop_h1024w128.png;Splatter;1.0;rect;lower right;11;719
1692379958005933_stretch_crop_h3302w646_blend_crop_h1024w128.png;Splatter;1.0;rect;upper left;103;660
1692379958005933_stretch_crop_h3302w646_blend_crop_h1024w128.png;Splatter;1.0;rect;lower right;108;668
1692379958005933_stretch_crop_h3302w646_blend_crop_h1024w128.png;Splatter;1.0;rect;upper left;113;676
1692379958005933_stretch_crop_h3302w646_blend_crop_h1024w128.png;Splatter;1.0;rect;lower right;121;690
1692379958005933_stretch_crop_h3302w646_blend_crop_h1024w128.png;Splatter;1.0;rect;upper left;60;654
1692379958005933_stretch_crop_h3302w646_blend_crop_h1024w128.png;Splatter;1.0;rect;lower right;65;662
1692379958005933_stretch_crop_h3302w646_blend_crop_h1024w128.png;Splatter;1.0;rect;upper left;96;798
1692379958005933_stretch_crop_h3302w646_blend_crop_h1024w128.png;Splatter;1.0;rect;lower right;103;810
1692379958005933_stretch_crop_h3302w646_blend_crop_h1024w128.png;Splatter;1.0;rect;upper left;112;799
1692379958005933_stretch_crop_h3302w646_blend_crop_h1024w128.png;Splatter;1.0;rect;lower right;120;811
1692379958005933_stretch_crop_h3302w646_blend_crop_h1024w128.png;Splatter;1.0;rect;upper left;59;498
1692379958005933_stretch_crop_h3302w646_blend_crop_h1024w128.png;Splatter;1.0;rect;lower right;68;512
1692379958005933_stretch_crop_h3302w646_blend_crop_h1024w128.png;Splatter;1.0;rect;upper left;91;296
1692379958005933_stretch_crop_h3302w646_blend_crop_h1024w128.png;Splatter;1.0;rect;lower right;95;305
1692379958005933_stretch_crop_h3302w646_blend_crop_h1024w128.png;Splatter;1.0;rect;upper left;64;468
1692379958005933_stretch_crop_h3302w646_blend_crop_h1024w128.png;Splatter;1.0;rect;lower right;69;474
1692379958005933_stretch_crop_h3302w646_blend_crop_h1024w128.png;Splatter;1.0;rect;upper left;88;526
1692379958005933_stretch_crop_h3302w646_blend_crop_h1024w128.png;Splatter;1.0;rect;lower right;97;531
1692379958189921_stretch_crop_h3250w604_blend_crop_h1024w128.png;Entry;1.0;rect;upper left;51;741
1692379958189921_stretch_crop_h3250w604_blend_crop_h1024w128.png;Entry;1.0;rect;lower right;80;779
1692379958189921_stretch_crop_h3250w604_blend_crop_h1024w128.png;Splatter;1.0;rect;upper left;84;495
1692379958189921_stretch_crop_h3250w604_blend_crop_h1024w128.png;Splatter;1.0;rect;lower right;103;520
1692379958189921_stretch_crop_h3250w604_blend_crop_h1024w128.png;Splatter;1.0;rect;upper left;62;541
1692379958189921_stretch_crop_h3250w604_blend_crop_h1024w128.png;Splatter;1.0;rect;lower right;73;559
1692379958189921_stretch_crop_h3250w604_blend_crop_h1024w128.png;Splatter;1.0;rect;upper left;73;712
1692379958189921_stretch_crop_h3250w604_blend_crop_h1024w128.png;Splatter;1.0;rect;lower right;80;720
1692379958189921_stretch_crop_h3250w604_blend_crop_h1024w128.png;Splatter;1.0;rect;upper left;5;710
1692379958189921_stretch_crop_h3250w604_blend_crop_h1024w128.png;Splatter;1.0;rect;lower right;10;718
1692379958189921_stretch_crop_h3250w604_blend_crop_h1024w128.png;Splatter;1.0;rect;upper left;18;309
1692379958189921_stretch_crop_h3250w604_blend_crop_h1024w128.png;Splatter;1.0;rect;lower right;26;319
